Type,date,stage,discharge,Local Minimum,Fixed Interval,Sliding Interval
2243,6/2/2015 12:00,1206.61,28181,117.4111023,122,100
2244,6/2/2015 13:00,1206.63,28169,109.5542831,100,100
2245,6/2/2015 14:00,1206.59,28085,102.2232285,89,100
2246,6/2/2015 15:00,1206.63,27697,95.38273621,89,100
2247,6/2/2015 16:00,1206.61,28084,89,89,89
2248,6/2/2015 17:00,1206.57,28060,92,89,89
2249,6/2/2015 18:00,1206.56,28181,126.2422028,89,89
2250,6/2/2015 19:00,1206.61,28144,150.3529205,92,89
2251,6/2/2015 20:00,1206.61,28109,179.0684814,254,89
2252,6/2/2015 21:00,1206.61,28085,213.2683563,254,254
2253,6/2/2015 22:00,1206.56,28121,254,254,254
2254,6/2/2015 23:00,1206.54,28024,235.1383362,254,254
2255,6/3/2015 0:00,1206.51,27927,217.6773071,254,254
2256,6/3/2015 1:00,1206.5,28048,201.5129089,247,254
2257,6/3/2015 2:00,1206.5,28217,186.5488434,182,148
2258,6/3/2015 3:00,1206.68,28144,172.6959991,148,148
2259,6/3/2015 4:00,1206.48,28096,159.8718567,148,148
2260,6/3/2015 5:00,1206.54,28169,148,148,148
2261,6/3/2015 6:00,1206.61,28145,139.3545074,148,148
2262,6/3/2015 7:00,1206.56,27927,131.2140503,148,161
2263,6/3/2015 8:00,1206.59,27854,123.5491104,151,161
2264,6/3/2015 9:00,1206.56,27890,116.3319244,161,161
2265,6/3/2015 10:00,1206.57,27854,109.5363388,148,161
2266,6/3/2015 11:00,1206.57,27685,103.1377182,110,161
2267,6/3/2015 12:00,1206.56,27745,97.11287689,89,82
2268,6/3/2015 13:00,1206.57,27733,91.43997955,87,82
2269,6/3/2015 14:00,1206.54,28097,86.0984726,82,82
2270,6/3/2015 15:00,1206.55,28133,81.06898499,78,82
2271,6/3/2015 16:00,1206.54,28025,76.33329773,72,82
2272,6/3/2015 17:00,1206.54,28048,71.87425232,64,60
2273,6/3/2015 18:00,1206.54,28181,67.67568207,60,60
2274,6/3/2015 19:00,1206.56,28097,63.72237396,60,60
2275,6/3/2015 20:00,1206.54,28182,60,60,60
2276,6/3/2015 21:00,1206.54,28097,58.08112717,60,60
2277,6/3/2015 22:00,1206.5,28133,56.22362137,54,51
2278,6/3/2015 23:00,1206.46,28424,54.42552185,51,51
2279,6/4/2015 0:00,1206.46,28217,52.68492889,51,51
2280,6/4/2015 1:00,1206.48,28157,51,51,51
2281,6/4/2015 2:00,1206.46,28217,51,51,51
2282,6/4/2015 3:00,1206.42,28061,59.98335648,51,168
2283,6/4/2015 4:00,1206.44,28012,70.5490799,51,168
2284,6/4/2015 5:00,1206.44,28085,82.97589874,168,168
2285,6/4/2015 6:00,1206.42,28049,97.59162903,135,168
2286,6/4/2015 7:00,1206.42,27904,114.7818375,135,168
2287,6/4/2015 8:00,1206.42,28109,135,135,135
2288,6/4/2015 9:00,1206.41,28121,250.1613617,135,135
2289,6/4/2015 10:00,1206.39,27976,463.560791,135,135
2290,6/4/2015 11:00,1206.35,28181,859,859,135
2291,6/4/2015 12:00,1206.33,28108,721.1748657,859,135
2292,6/4/2015 13:00,1206.41,28157,605.463562,859,302
2293,6/4/2015 14:00,1206.41,27976,508.3179321,425,302
2294,6/4/2015 15:00,1206.35,27879,426.7591858,302,302
2295,6/4/2015 16:00,1206.33,28120,358.286377,248,302
2296,6/4/2015 17:00,1206.35,28121,300.7999268,211,302
2297,6/4/2015 18:00,1206.32,28145,248,178,178
2298,6/4/2015 19:00,1206.41,28132,211,178,178
2299,6/4/2015 20:00,1206.35,27976,178,178,178
2300,6/4/2015 21:00,1206.35,28012,167.8578033,178,178
2301,6/4/2015 22:00,1206.35,28000,158.2934875,178,178
2302,6/4/2015 23:00,1206.33,27914,149.2741394,211,156
2303,6/5/2015 0:00,1206.33,28036,140.768692,176,156
2304,6/5/2015 1:00,1206.31,28144,132.747879,156,156
2305,6/5/2015 2:00,1206.21,28060,125.184082,132,156
2306,6/5/2015 3:00,1206.28,27999,118.0512619,111,156
2307,6/5/2015 4:00,1206.28,27939,111.3248596,99,99
2308,6/5/2015 5:00,1206.28,28012,104.98172,99,99
2309,6/5/2015 6:00,1206.32,28145,99,99,99
2310,6/5/2015 7:00,1206.28,28217,97.09755707,99,99
2311,6/5/2015 8:00,1206.29,28048,95.23166656,99,99
2312,6/5/2015 9:00,1206.3,28085,93.40164185,108,146
2313,6/5/2015 10:00,1206.35,25181,91.60677338,117,146
2314,6/5/2015 11:00,1206.33,22095,89.84640503,146,146
2315,6/5/2015 12:00,1206.39,21901,88.11985779,124,146
2316,6/5/2015 13:00,1206.41,21840,86.42649841,121,146
2317,6/5/2015 14:00,1206.44,21913,84.76567078,115,95
2318,6/5/2015 15:00,1206.44,21890,83.13676453,106,95
2319,6/5/2015 16:00,1206.48,21973,81.53915405,95,95
2320,6/5/2015 17:00,1206.48,21950,79.97225189,82,95
2321,6/5/2015 18:00,1206.5,21925,78.43545532,75,95
2322,6/5/2015 19:00,1206.53,21828,76.92819214,74,74
2323,6/5/2015 20:00,1206.54,21841,75,74,74
2324,6/5/2015 21:00,1206.54,21865,74,74,74
2325,6/5/2015 22:00,1206.55,21950,74,74,74
2326,6/5/2015 23:00,1206.59,21889,79.93592834,74,74
2327,6/6/2015 0:00,1206.59,21828,86.34799957,74,97
2328,6/6/2015 1:00,1206.61,21937,93.27442169,89,97
2329,6/6/2015 2:00,1206.61,22095,100.7564545,97,97
2330,6/6/2015 3:00,1206.62,22070,108.8386536,127,97
2331,6/6/2015 4:00,1206.63,21889,117.5691681,127,97
2332,6/6/2015 5:00,1206.64,21877,127,127,127
2333,6/6/2015 6:00,1206.64,21889,121.2641296,127,127
2334,6/6/2015 7:00,1206.68,21901,115.7873154,127,127
2335,6/6/2015 8:00,1206.66,21864,110.5578537,123,127
2336,6/6/2015 9:00,1206.66,21973,105.5645828,121,127
2337,6/6/2015 10:00,1206.68,22011,100.7968216,107,88
2338,6/6/2015 11:00,1206.68,22071,96.24440002,96,88
2339,6/6/2015 12:00,1206.72,22035,91.89758301,88,88
2340,6/6/2015 13:00,1206.74,21852,87.7470932,80,88
2341,6/6/2015 14:00,1206.76,21901,83.78404999,80,88
2342,6/6/2015 15:00,1206.71,21950,80,80,75
2343,6/6/2015 16:00,1206.76,22059,77.07939911,80,75
2344,6/6/2015 17:00,1206.77,22022,74.26541901,75,75
2345,6/6/2015 18:00,1206.72,21997,71.55417633,67,75
2346,6/6/2015 19:00,1206.76,21998,68.94190979,64,75
2347,6/6/2015 20:00,1206.72,21998,66.42501068,64,61
2348,6/6/2015 21:00,1206.83,21937,64,64,61
2349,6/6/2015 22:00,1206.88,21816,61.42308044,61,61
2350,6/6/2015 23:00,1206.72,21985,58.94991684,55,61
2351,6/7/2015 0:00,1206.79,21937,56.57633209,52,61
2352,6/7/2015 1:00,1206.74,21804,54.29832077,50,48
2353,6/7/2015 2:00,1206.77,21974,52,48,48
2354,6/7/2015 3:00,1206.79,22046,50,48,48
2355,6/7/2015 4:00,1206.79,21998,48,48,48
2356,6/7/2015 5:00,1206.77,22082,46.95552444,48,48
2357,6/7/2015 6:00,1206.79,22070,45.93377304,46,43
2358,6/7/2015 7:00,1206.79,22010,44.93425751,43,43
2359,6/7/2015 8:00,1206.79,21998,43.95648956,43,43
2360,6/7/2015 9:00,1206.79,22083,43,43,43
2361,6/7/2015 10:00,1206.77,25096,42.02764893,43,43
2362,6/7/2015 11:00,1206.79,28145,41.07728195,43,42
2363,6/7/2015 12:00,1206.76,28241,40.14840698,46,42
2364,6/7/2015 13:00,1206.77,28036,39.24053574,42,42
2365,6/7/2015 14:00,1206.77,27879,38.35319519,39,42
2366,6/7/2015 15:00,1206.76,27866,37.48591995,36,42
2367,6/7/2015 16:00,1206.74,28060,36.63825607,35,35
2368,6/7/2015 17:00,1206.77,28120,35.80976105,35,35
2369,6/7/2015 18:00,1206.74,28181,35,35,35
2370,6/7/2015 19:00,1206.75,27938,35.27158356,35,35
2371,6/7/2015 20:00,1206.74,27927,35.54527283,35,35
2372,6/7/2015 21:00,1206.68,27794,35.82108688,55,74
2373,6/7/2015 22:00,1206.64,27939,36.09903717,95,74
2374,6/7/2015 23:00,1206.66,28023,36.37915039,74,74
2375,6/8/2015 0:00,1206.62,28048,36.66143417,65,74
2376,6/8/2015 1:00,1206.62,28230,36.94590759,62,74
2377,6/8/2015 2:00,1206.62,28036,37.23258972,53,44
2378,6/8/2015 3:00,1206.62,28120,37.521492,47,44
2379,6/8/2015 4:00,1206.66,28061,37.81264114,44,44
2380,6/8/2015 5:00,1206.62,27987,38.10604858,41,44
2381,6/8/2015 6:00,1206.59,28024,38.4017334,39,44
2382,6/8/2015 7:00,1206.59,27963,38.69971085,39,39
2383,6/8/2015 8:00,1206.57,27926,39,39,39
2384,6/8/2015 9:00,1206.57,28133,37.81886292,39,39
2385,6/8/2015 10:00,1206.56,28108,36.67349625,39,39
2386,6/8/2015 11:00,1206.53,28060,35.56282043,81,39
2387,6/8/2015 12:00,1206.52,28000,34.48577881,134,111
2388,6/8/2015 13:00,1206.53,28060,33.44136047,134,111
2389,6/8/2015 14:00,1206.58,22192,32.42856979,111,111
2390,6/8/2015 15:00,1206.57,21853,31.44645119,101,111
2391,6/8/2015 16:00,1206.59,21671,30.49407768,67,111
2392,6/8/2015 17:00,1206.57,22058,29.57054901,56,43
2393,6/8/2015 18:00,1206.57,22071,28.67498779,49,43
2394,6/8/2015 19:00,1206.57,21986,27.80654907,43,43
2395,6/8/2015 20:00,1206.54,22083,26.96441269,39,43
2396,6/8/2015 21:00,1206.53,22325,26.14778137,36,43
2397,6/8/2015 22:00,1206.53,22216,25.35588074,33,30
2398,6/8/2015 23:00,1206.54,22046,24.5879631,32,30
2399,6/9/2015 0:00,1206.54,22143,23.84330368,30,30
2400,6/9/2015 1:00,1206.53,21937,23.12119484,27,30
2401,6/9/2015 2:00,1206.51,22046,22.42095757,26,30
2402,6/9/2015 3:00,1206.54,21998,21.74192619,24,21
2403,6/9/2015 4:00,1206.53,21732,21.08345985,22,21
2404,6/9/2015 5:00,1206.55,21816,20.44493484,21,21
2405,6/9/2015 6:00,1206.54,21961,19.82574844,21,21
2406,6/9/2015 7:00,1206.57,22070,19.22531509,20,21
2407,6/9/2015 8:00,1206.57,22047,18.64306641,19,17
2408,6/9/2015 9:00,1206.57,22071,18.07844925,17,17
2409,6/9/2015 10:00,1206.59,22131,17.53093338,17,17
2410,6/9/2015 11:00,1206.59,22155,17,17,17
2411,6/9/2015 12:00,1206.57,22156,16.47629356,16,17
2412,6/9/2015 13:00,1206.61,21986,15.96871948,15,15
2413,6/9/2015 14:00,1206.59,21902,15.4767828,15,15
2414,6/9/2015 15:00,1206.62,21889,15,15,15
2415,6/9/2015 16:00,1206.59,21950,14.79444313,15,15
2416,6/9/2015 17:00,1206.62,21962,14.59170246,15,15
2417,6/9/2015 18:00,1206.62,21876,14.3917408,14,14
2418,6/9/2015 19:00,1206.64,21949,14.19451904,14,14
2419,6/9/2015 20:00,1206.62,21998,14,14,14
2420,6/9/2015 21:00,1206.62,22058,14,14,14
2421,6/9/2015 22:00,1206.62,22155,13.19254112,13,14
2422,6/9/2015 23:00,1206.62,22252,12.43165207,12,11
2423,6/10/2015 0:00,1206.61,22228,11.7146492,12,11
2424,6/10/2015 1:00,1206.62,22180,11.0389986,11,11
2425,6/10/2015 2:00,1206.62,22142,10.40231705,10,11
2426,6/10/2015 3:00,1206.64,22167,9.80235672,9.800000191,11
2427,6/10/2015 4:00,1206.62,22143,9.236999512,9.300000191,8
2428,6/10/2015 5:00,1206.61,22301,8.704249382,8.600000381,8
2429,6/10/2015 6:00,1206.62,22154,8.202226639,8,8
2430,6/10/2015 7:00,1206.62,21914,7.729157448,7.699999809,8
2431,6/10/2015 8:00,1206.64,21962,7.283373356,7.199999809,8
2432,6/10/2015 9:00,1206.62,21962,6.863300323,7,6.099999905
2433,6/10/2015 10:00,1206.59,21889,6.46745491,6.800000191,6.099999905
2434,6/10/2015 11:00,1206.59,21914,6.094439983,6.099999905,6.099999905
2435,6/10/2015 12:00,1206.62,21889,5.742939472,5.800000191,6.099999905
2436,6/10/2015 13:00,1206.64,21889,5.411711693,5.300000191,6.099999905
2437,6/10/2015 14:00,1206.62,27347,5.09958744,5.099999905,4.599999905
2438,6/10/2015 15:00,1206.62,28037,4.805465698,4.699999809,4.599999905
2439,6/10/2015 16:00,1206.61,28059,4.528306961,4.599999905,4.599999905
2440,6/10/2015 17:00,1206.6,27928,4.26713419,4.400000095,4.599999905
2441,6/10/2015 18:00,1206.59,27975,4.021024227,4.199999809,4.599999905
2442,6/10/2015 19:00,1206.61,28133,3.78910923,3.900000095,3.5
2443,6/10/2015 20:00,1206.55,27975,3.570569754,3.700000048,3.5
2444,6/10/2015 21:00,1206.56,28145,3.364634991,3.5,3.5
2445,6/10/2015 22:00,1206.57,28000,3.170577288,3.200000048,3.5
2446,6/10/2015 23:00,1206.48,28096,2.987712383,2.599999905,3.5
2447,6/11/2015 0:00,1206.42,27962,2.815393925,2.5,2.5
2448,6/11/2015 1:00,1206.31,28000,2.599999905,2.5,2.5
2449,6/11/2015 2:00,1206.35,28181,2.5,2.5,2.5
2450,6/11/2015 3:00,1206.39,28169,2.5,2.5,2.5
2451,6/11/2015 4:00,1206.28,28060,2.189823866,2.200000048,2.5
2452,6/11/2015 5:00,1206.35,28048,1.918131471,1.899999976,1.5
2453,6/11/2015 6:00,1206.33,27831,1.680148005,1.899999976,1.5
2454,6/11/2015 7:00,1206.31,27867,1.47169137,1.5,1.5
2455,6/11/2015 8:00,1206.33,27806,1.289097905,0.920000017,1.5
2456,6/11/2015 9:00,1206.42,27903,1.129158974,0.660000026,1.5
2457,6/11/2015 10:00,1206.33,27926,0.920000017,0.600000024,0.529999971
2458,6/11/2015 11:00,1206.33,27854,0.660000026,0.560000002,0.529999971
2459,6/11/2015 12:00,1206.37,27867,0.600000024,0.529999971,0.529999971
2460,6/11/2015 13:00,1206.37,27891,0.560000002,0.50999999,0.529999971
2461,6/11/2015 14:00,1206.41,22070,0.529999971,0.50999999,0.529999971
2462,6/11/2015 15:00,1206.43,21901,0.50999999,0.50999999,0.50999999
2463,6/11/2015 16:00,1206.44,22216,0.449674726,0.50999999,0.50999999
2464,6/11/2015 17:00,1206.52,22180,0.396485001,0.50999999,0.50999999
2465,6/11/2015 18:00,1206.5,22034,0.349586844,1.100000024,0.50999999
2466,6/11/2015 19:00,1206.53,21985,0.308236003,2.5,0.50999999
2467,6/11/2015 20:00,1206.53,22046,0.271776348,1.399999976,0.5
2468,6/11/2015 21:00,1206.55,22022,0.239629328,0.74000001,0.5
2469,6/11/2015 22:00,1206.55,21985,0.211284801,0.5,0.5
2470,6/11/2015 23:00,1206.55,21961,0.186293006,0.340000004,0.5
2471,6/12/2015 0:00,1206.55,21998,0.164257362,0.230000004,0.5
2472,6/12/2015 1:00,1206.57,22022,0.1448282,0.200000003,0.140000001
2473,6/12/2015 2:00,1206.57,22035,0.127697229,0.150000006,0.140000001
2474,6/12/2015 3:00,1206.59,21925,0.112592578,0.140000001,0.140000001
2475,6/12/2015 4:00,1206.59,21937,0.099274576,0.119999997,0.140000001
2476,6/12/2015 5:00,1206.61,21997,0.087531894,0.090000004,0.140000001
2477,6/12/2015 6:00,1206.59,22022,0.077178203,0.059999999,0.059999999
2478,6/12/2015 7:00,1206.62,22034,0.068049185,0.059999999,0.059999999
2479,6/12/2015 8:00,1206.62,22046,0.059999999,0.059999999,0.059999999
2480,6/12/2015 9:00,1206.62,22106,0.06624537,0.059999999,0.059999999
2481,6/12/2015 10:00,1206.64,22094,0.073140815,0.059999999,0.059999999
2482,6/12/2015 11:00,1206.66,21865,0.080754012,0.319999993,0.119999997
2483,6/12/2015 12:00,1206.68,22034,0.089159653,0.180000007,0.119999997
2484,6/12/2015 13:00,1206.68,22082,0.098440237,0.119999997,0.119999997
2485,6/12/2015 14:00,1206.68,22118,0.108686835,0.119999997,0.119999997
2486,6/12/2015 15:00,1206.7,22106,0.119999997,0.119999997,0.119999997
2487,6/12/2015 16:00,1206.7,22180,0.117417842,0.119999997,0.109999999
2488,6/12/2015 17:00,1206.74,22096,0.114891253,0.109999999,0.109999999
2489,6/12/2015 18:00,1206.74,21974,0.112419024,0.109999999,0.109999999
2490,6/12/2015 19:00,1206.77,21974,0.109999999,0.109999999,0.109999999
2491,6/12/2015 20:00,1206.77,21865,0.12198101,0.109999999,0.109999999
2492,6/12/2015 21:00,1206.77,21901,0.13526696,0.109999999,0.150000006
2493,6/12/2015 22:00,1206.77,22094,0.150000006,0.150000006,0.150000006
2494,6/12/2015 23:00,1206.79,22009,0.176657155,0.150000006,0.150000006
2495,6/13/2015 0:00,1206.83,21901,0.208051652,0.150000006,0.150000006
2496,6/13/2015 1:00,1206.83,21950,0.245025396,2.299999952,0.150000006
2497,6/13/2015 2:00,1206.83,21938,0.288569927,7.199999809,3.200000048
2498,6/13/2015 3:00,1206.83,22011,0.339852899,4.300000191,3.200000048
2499,6/13/2015 4:00,1206.86,21890,0.40024963,3.200000048,3.200000048
2500,6/13/2015 5:00,1206.86,21998,0.471379697,1.5,3.200000048
2501,6/13/2015 6:00,1206.86,21938,0.555150628,0.769999981,3.200000048
2502,6/13/2015 7:00,1206.88,22010,0.653808832,0.769999981,0.769999981
2503,6/13/2015 8:00,1206.87,21695,0.769999981,0.769999981,0.769999981
2504,6/13/2015 9:00,1206.92,21720,0.776526749,0.769999981,0.769999981
2505,6/13/2015 10:00,1206.92,21901,0.78310889,0.769999981,0.769999981
2506,6/13/2015 11:00,1206.94,21961,0.789746761,0.879999995,0.769999981
2507,6/13/2015 12:00,1206.94,21913,0.796440959,0.810000002,0.810000002
2508,6/13/2015 13:00,1206.96,21997,0.803191841,0.810000002,0.810000002
2509,6/13/2015 14:00,1206.95,27515,0.810000002,0.810000002,0.810000002
2510,6/13/2015 15:00,1206.94,28023,1.700000048,0.810000002,0.810000002
2511,6/13/2015 16:00,1206.92,28277,3.599999905,0.810000002,0.810000002
2512,6/13/2015 17:00,1206.9,28144,7.589466572,1.700000048,16
2513,6/13/2015 18:00,1206.91,27987,16,16,16
2514,6/13/2015 19:00,1206.9,28108,20.76997566,16,16
2515,6/13/2015 20:00,1206.86,28121,26.96199417,16,16
2516,6/13/2015 21:00,1206.86,28145,35,35,16
2517,6/13/2015 22:00,1206.86,28145,28.0246315,35,35
2518,6/13/2015 23:00,1206.85,28072,22.43942833,35,35
2519,6/14/2015 0:00,1206.79,28023,17.96733665,35,35
2520,6/14/2015 1:00,1206.77,28036,14.38651371,22,35
2521,6/14/2015 2:00,1206.77,28132,11.51933575,15,35
2522,6/14/2015 3:00,1206.75,28095,9.223575592,10,6
2523,6/14/2015 4:00,1206.74,28060,7.385352135,7.400000095,6
2524,6/14/2015 5:00,1206.72,27963,5.913479328,6,6
2525,6/14/2015 6:00,1206.68,28024,4.734945297,4.900000095,6
2526,6/14/2015 7:00,1206.68,27976,3.791288614,3.799999952,6
2527,6/14/2015 8:00,1206.68,27975,3.035699129,3.400000095,2.400000095
2528,6/14/2015 9:00,1206.66,27830,2.430695772,3,2.400000095
2529,6/14/2015 10:00,1206.66,27963,1.946267247,2.400000095,2.400000095
2530,6/14/2015 11:00,1206.66,27915,1.558383584,1.600000024,2.400000095
2531,6/14/2015 12:00,1206.64,27915,1.247803569,0.800000012,2.400000095
2532,6/14/2015 13:00,1206.62,27891,0.99912107,0.800000012,0.800000012
2533,6/14/2015 14:00,1206.66,22978,0.800000012,0.800000012,0.800000012
2534,6/14/2015 15:00,1206.62,21647,0.851902962,0.800000012,0.800000012
2535,6/14/2015 16:00,1206.64,22047,0.907173276,0.800000012,0.800000012
2536,6/14/2015 17:00,1206.66,22239,0.966029465,2.299999952,0.800000012
2537,6/14/2015 18:00,1206.66,22070,1.028704166,7.099999905,3
2538,6/14/2015 19:00,1206.7,21985,1.095445156,5.699999809,3
2539,6/14/2015 20:00,1206.66,21949,1.166516185,3,3
2540,6/14/2015 21:00,1206.66,21828,1.24219811,1.600000024,3
2541,6/14/2015 22:00,1206.66,21743,1.322790265,1.5,3
2542,6/14/2015 23:00,1206.64,22023,1.408611178,1.5,1.5
2543,6/15/2015 0:00,1206.66,21817,1.5,1.5,1.5
2544,6/15/2015 1:00,1206.66,21756,1.423708677,1.5,1.5
2545,6/15/2015 2:00,1206.68,21878,1.351297617,1.5,1.5
2546,6/15/2015 3:00,1206.67,21950,1.282569408,2.200000048,1.5
2547,6/15/2015 4:00,1206.66,21877,1.217336774,2.900000095,2.400000095
2548,6/15/2015 5:00,1206.66,21974,1.155421972,2.900000095,2.400000095
2549,6/15/2015 6:00,1206.66,22252,1.096656203,2.400000095,2.400000095
2550,6/15/2015 7:00,1206.7,22143,1.040879369,1.5,2.400000095
2551,6/15/2015 8:00,1206.74,22107,0.987939298,0.889999986,2.400000095
2552,6/15/2015 9:00,1206.7,22156,0.937691808,0.889999986,0.889999986
2553,6/15/2015 10:00,1206.72,22107,0.889999986,0.889999986,0.889999986
2554,6/15/2015 11:00,1206.72,22022,0.903138399,0.889999986,0.889999986
2555,6/15/2015 12:00,1206.7,22046,0.916470826,0.889999986,0.889999986
2556,6/15/2015 13:00,1206.72,22082,0.930000007,0.930000007,0.889999986
2557,6/15/2015 14:00,1206.68,21985,1.158989429,0.930000007,1.799999952
2558,6/15/2015 15:00,1206.68,22167,1.444361806,0.930000007,1.799999952
2559,6/15/2015 16:00,1206.68,22228,1.799999952,1.799999952,1.799999952
2560,6/15/2015 17:00,1206.7,22167,2.387434244,1.799999952,1.799999952
2561,6/15/2015 18:00,1206.74,22119,3.166579247,1.799999952,1.799999952
2562,6/15/2015 19:00,1206.72,21890,4.199999809,4.199999809,4.199999809
2563,6/15/2015 20:00,1206.74,21986,4.023177147,4.199999809,4.199999809
2564,6/15/2015 21:00,1206.74,21974,3.853799105,4.199999809,4.199999809
2565,6/15/2015 22:00,1206.75,21925,3.691551685,6,4.199999809
2566,6/15/2015 23:00,1206.74,21986,3.536135197,7,4.199999809
2567,6/16/2015 0:00,1206.75,21949,3.387261629,15,7.099999905
2568,6/16/2015 1:00,1206.75,21998,3.244655848,11,7.099999905
2569,6/16/2015 2:00,1206.74,21974,3.108053923,7.099999905,7.099999905
2570,6/16/2015 3:00,1206.72,21926,2.977202892,5.5,7.099999905
2571,6/16/2015 4:00,1206.72,21998,2.851861,4.400000095,7.099999905
2572,6/16/2015 5:00,1206.74,21829,2.731795788,3.5,2.299999952
2573,6/16/2015 6:00,1206.72,22107,2.616785526,2.5,2.299999952
2574,6/16/2015 7:00,1206.74,22156,2.506617308,2.299999952,2.299999952
2575,6/16/2015 8:00,1206.74,22216,2.401087284,2.299999952,2.299999952
2576,6/16/2015 9:00,1206.74,22252,2.299999952,2.299999952,2.299999952
2577,6/16/2015 10:00,1206.72,22312,2.132593632,2.299999952,1.700000048
2578,6/16/2015 11:00,1206.74,22421,1.97737205,1.700000048,1.700000048
2579,6/16/2015 12:00,1206.77,21902,1.833448291,1.700000048,1.700000048
2580,6/16/2015 13:00,1206.68,21937,1.700000048,1.700000048,1.700000048
2581,6/16/2015 14:00,1206.7,27842,1.800534368,1.700000048,1.700000048
2582,6/16/2015 15:00,1206.75,27394,1.907014012,1.700000048,7.199999809
2583,6/16/2015 16:00,1206.75,28040,2.019790649,3.799999952,7.199999809
2584,6/16/2015 17:00,1206.7,28194,2.139236689,7.199999809,7.199999809
2585,6/16/2015 18:00,1206.7,27999,2.265746355,7.199999809,7.199999809
2586,6/16/2015 19:00,1206.66,27988,2.399737835,8.899999619,7.199999809
2587,6/16/2015 20:00,1206.72,27987,2.541652918,7.5,4.900000095
2588,6/16/2015 21:00,1206.66,28060,2.691960812,6.300000191,4.900000095
2589,6/16/2015 22:00,1206.66,28096,2.851157427,4.900000095,4.900000095
2590,6/16/2015 23:00,1206.62,28060,3.019768715,4,4.900000095
2591,6/17/2015 0:00,1206.62,28096,3.198351383,4,4.900000095
2592,6/17/2015 1:00,1206.59,28012,3.387494802,3.799999952,3.799999952
2593,6/17/2015 2:00,1206.57,28012,3.587823868,3.799999952,3.799999952
2594,6/17/2015 3:00,1206.57,28072,3.799999952,3.799999952,3.799999952
2595,6/17/2015 4:00,1206.55,28000,3.491312265,3.799999952,3.799999952
2596,6/17/2015 5:00,1206.57,27988,3.207700253,3.799999952,3.799999952
2597,6/17/2015 6:00,1206.53,27939,2.947127342,3.599999905,2.099999905
2598,6/17/2015 7:00,1206.62,27891,2.707721472,2.799999952,2.099999905
2599,6/17/2015 8:00,1206.61,27817,2.487763405,2.099999905,2.099999905
2600,6/17/2015 9:00,1206.59,27560,2.28567338,2.099999905,2.099999905
2601,6/17/2015 10:00,1206.59,27999,2.099999905,2.099999905,2.099999905
2602,6/17/2015 11:00,1206.57,28143,2.138557673,2.099999905,2.299999952
2603,6/17/2015 12:00,1206.58,27951,2.177823544,2.099999905,2.299999952
2604,6/17/2015 13:00,1206.53,28239,2.217810392,2.299999952,2.299999952
2605,6/17/2015 14:00,1206.57,23889,2.258531332,2.299999952,2.299999952
2606,6/17/2015 15:00,1206.53,24043,2.299999952,2.299999952,2.299999952
2607,6/17/2015 16:00,1206.53,24043,2.601067781,2.299999952,3.099999905
2608,6/17/2015 17:00,1206.5,24019,2.94154501,2.299999952,3.099999905
2609,6/17/2015 18:00,1206.46,24104,3.3265903,3.099999905,3.099999905
2610,6/17/2015 19:00,1206.48,23946,3.762037754,3.400000095,3.099999905
2611,6/17/2015 20:00,1206.48,24007,4.25448513,9.300000191,3.099999905
2612,6/17/2015 21:00,1206.48,23849,4.811392784,9.300000191,9.899999619
2613,6/17/2015 22:00,1206.44,23982,5.44119978,9.399999619,9.899999619
2614,6/17/2015 23:00,1206.46,24213,6.153447151,9.899999619,9.899999619
2615,6/18/2015 0:00,1206.42,24115,6.958927631,8.899999619,9.899999619
2616,6/18/2015 1:00,1206.41,24128,7.869844437,8.899999619,9.899999619
2617,6/18/2015 2:00,1206.41,24176,8.899999619,8.899999619,8.899999619
2618,6/18/2015 3:00,1206.41,23873,8.994771004,8.899999619,8.899999619
2619,6/18/2015 4:00,1206.39,23861,9.09055233,8.899999619,8.899999619
2620,6/18/2015 5:00,1206.39,24031,9.187353134,9.399999619,8.899999619
2621,6/18/2015 6:00,1206.39,24078,9.285183907,11,8.899999619
2622,6/18/2015 7:00,1206.41,23933,9.384057999,11,43
2623,6/18/2015 8:00,1206.41,23922,9.483983994,52,43
2624,6/18/2015 9:00,1206.39,24031,9.584974289,43,43
2625,6/18/2015 10:00,1206.35,24103,9.687039375,38,43
2626,6/18/2015 11:00,1206.42,23995,9.79019165,36,43
2627,6/18/2015 12:00,1206.35,23946,9.894442558,27,18
2628,6/18/2015 13:00,1206.42,23764,9.999803543,22,18
2629,6/18/2015 14:00,1206.41,23813,10.10628605,18,18
2630,6/18/2015 15:00,1206.42,23837,10.21390343,16,18
2631,6/18/2015 16:00,1206.41,23910,10.32266617,14,18
2632,6/18/2015 17:00,1206.39,23946,10.43258667,13,12
2633,6/18/2015 18:00,1206.39,24007,10.54367828,12,12
2634,6/18/2015 19:00,1206.39,24031,10.65595245,12,12
2635,6/18/2015 20:00,1206.37,23946,10.76942253,11,12
2636,6/18/2015 21:00,1206.35,23994,10.88410091,11,12
2637,6/18/2015 22:00,1206.35,23958,11,11,11
2638,6/18/2015 23:00,1206.35,23849,11,11,11
2639,6/19/2015 0:00,1206.33,23873,11,11,11
2640,6/19/2015 1:00,1206.33,23983,11.59646893,11,11
2641,6/19/2015 2:00,1206.31,23958,12.22528076,11,11
2642,6/19/2015 3:00,1206.31,23946,12.88819027,16,966
